"LOCATION","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","PUBLIC_EXP_PER_CAP_LAGGED","HEALTH_EXP_LAGGED","GDP_PER_CAP_LAGGED","OOP_PER_CAP_LAGGED","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","LONG","LAT","OTHER_EXP_LAGGED"
"Germany",1.99224601834943,1.39279147008311,1.36698089412427,0.205219176806216,258.373324508687,50.0963602491948,512.405693405116,7.80955036621652,24.15,0,1.7291582025422,6.0563333829244,99.2245477960777,100,5.75,8.89283,32.8679597552121,9.11608,2.69458,1.78304,1.57316733333333,0.804891433333333,1.55467,1.637452,2.5,3.84183333333333,98.3666666666667,NA,NA,95.3333333333333,8.2,100,77.0986666666667,357145.6640625,81649547.9592928,228.616937499777,10.2884850927429,51.1337226904078,208.276964259492
"Ghana",23.7511451229659,29.8211362064033,3.85601439434741,0.0344084906249245,394.21999889584,3.11995567198726,174.424541191921,2.80964325838728,31.8,3.4,8.85358500435181,5.62533330917358,14.5759695647606,75.3723248356505,5.98499997456869,3.762105,8.26086956521739,3.985295,NA,-0.0469185333333333,-0.0456240666666667,0.107966766666667,0.1229831,-0.0074845,6.93333333333333,0.0957666666666667,67.2,1.9,372.656275430395,92.3333333333333,0.9,66.1299765633138,51.3933333333333,238540,25977635.2069246,108.902637741782,-1.2369685557064,7.92865181309965,391.100043223853
"Greece",2.2273823322899,1.81409100433723,1.38329582396081,0.193022376786596,1333.75768678056,125.437092200368,2406.37688970691,65.5974466393835,25.9333333333333,0.733333333333333,3.18145496144302,18.33899974823,98.5140582519624,99.9581580462548,22.0416666666667,6.17374666666667,19,6.26019333333333,1.89508,-0.1152725,0.462679066666667,-0.147716933333333,0.556021333333333,0.5432985,2.5,4.03996666666667,NA,NA,NA,99,4.56666666666667,100,76.6483333333333,131960,11001760.4878218,83.371934584888,22.7198134470951,39.066715899714,1208.32059458019
"Guatemala",8.57729123191061,13.7222380301605,3.01178983730429,0.0472806870306077,350.129464037156,10.885245324924,457.471884155363,16.2048311253744,NA,NA,4.61848019193316,3.12600000699361,64.7342534646182,91.3277970690097,3.6776667435964,3.12434666666667,12.8691983122363,3.23828333333333,22.96438,-0.572982833333333,-0.717102766666667,-0.7436287,-0.1528551,-1.02427223333333,17.6,NA,52.3,0.4,0.707341419543798,92.6666666666667,0.6,84.9772113439128,48.7013333333333,108890,14900416.8945848,136.839166999585,-90.3694583605315,15.6993606120269,339.244218712232
"Guinea",31.1977156469967,66.6036976572427,5.30530944416808,0.0384066490895397,1049.14926263072,2.70727336523144,157.147110236446,3.36906928040532,26.4,10.6,17.3458496302102,4.49299987157186,18.0150647038817,62.8939729445343,3.52500001589457,2.0751,NA,2.68488,52.84251,-1.11446566666667,-1.16697466666667,-1.45404833333333,-1.040136,-1.443962,NA,0.1,45.3,1.6,423.11794520308,61.3333333333333,0.3,26.2821379343669,33.9663333333333,245860,10240824.9348359,41.653074655641,-11.0608537411855,10.4482728772713,1046.44198926549
"Guinea-Bissau",32.1706117595307,40.436026257783,4.82861278541399,0.0248484962436643,9846.42514785532,20.2131878355176,896.306610967948,26.1013663331124,42,32,3.23149982255467,2.660666624705,17.4935580941888,62.5160620688073,2.3916666507721,NA,11.3333333333333,NA,NA,-1.196865,-1.096204,-0.803292066666667,-1.16268433333333,-1.38686633333333,NA,0.0545,43,3.83333333333333,134.555279959161,85.3333333333333,NA,9.83235200246173,40.509,36130,1594351.05700671,44.1281776088213,-15.1106237516679,12.0227043823257,9826.2119600198
"Haiti",29.7464949649938,39.2904554097192,3.55836140501028,0.0380359153409023,1968.11914417838,7.49220318269652,147.660824013536,4.00269212682434,31.2,8,5.3927260978432,14.7339998881022,28.2089494824474,62.6807504568917,17.6763331095377,NA,6.51072124756335,NA,NA,-1.21537533333333,-1.64917433333333,-0.9061919,-1.0072991,-1.368493,48.5666666666667,0.1378,37.3,2.13333333333333,8.09777613424389,67,NA,36.7385108947754,48.4926666666667,27750,10491014.7703154,378.054586317671,-72.6580133053557,18.9007006918433,1960.62694099568
"Honduras",9.55710778775182,7.7546955488938,2.86764479536608,0.0443741222334726,1564.24724044864,19.5326027420472,494.640521965357,20.4181045732961,42.8666666666667,7,5.55245212607614,4.11566662788391,75.1125940679893,91.4984894746127,5.66666650772094,3.58126333333333,19.0104166666667,3.24928,NA,-0.890424833333333,-0.625110466666667,-0.412486866666667,-0.183242833333333,-0.974031433333333,21.0333333333333,0.295,82.8,0.4,1.39756137627618,97.3333333333333,0.733333333333333,82.2625643333333,52.5433333333333,112490,8187113.18953945,72.7808088678056,-86.5899638380154,14.8229470816529,1544.7146377066
"Hungary",2.15020805584047,2.03627806850103,1.3160883669151,0.169599752476383,1301.7124614888,127.948557769126,2260.9255008698,48.188271728962,23.4,0.0666666666666667,4.81254137238559,11.0680001576741,98.0051041452442,99.969335366041,10.7513332366943,7.75363666666667,8.89464594127806,7.80033,4.15020666666667,0.3738602,0.656812966666667,0.701610866666667,1.0123569,0.720081333333333,2.5,2.9923,99.0333333333333,NA,NA,99,7.13333333333333,100,69.3156666666667,93030,9934889.0846683,106.792315217331,19.3576286277459,47.1999511719543,1173.76390371968
"India",24.3578738846798,12.5520443318862,2.47017348774925,0.0545481147516534,1.90179048739871,0.0435853169107997,3.73360944675553,0.0777828262009345,30.1,4.6,10.053398830555,5.64200003941854,44.0295967334088,87.7641469717373,5.64766677220662,4.48611333333333,10.9480122324159,4.60315333333333,NA,-0.505879033333333,-0.0463327333333333,-1.29802966666667,-0.398649633333333,-0.0666834666666667,16.3,0.699133333333333,NA,NA,14.7086761280176,81,0.7,74.6,31.28,3287260,1250681459.17715,380.463200104996,79.5937037632538,22.9250064074085,1.85820517048791
"Indonesia",13.9438591019379,12.5290871769009,2.23062240835586,0.0504398793615801,8.11743519174464,0.550895551847285,36.3523066807619,0.594339545501362,31.1,1.83333333333333,4.92325059797352,5.07833321889242,61.872220660366,85.0656935454096,5.58199993769328,4.74363,18.2738095238095,4.71448666666667,15.6295566666667,-0.697674066666667,-0.248880066666667,-0.739097733333333,-0.348844533333333,-0.602903366666667,10.9,0.2235,82.65,NA,10.1983372779403,83,0.75,94.9933333333333,50.595,1910930,243152383.552397,127.242956859956,117.423407562274,-2.22173793652054,7.56653963989736
"Iraq",9.89377462679445,6.39920692145887,3.42359460599731,0.032310720226287,471.774874195188,4.07354639668511,382.972060949763,4.16234860878509,23.7,0.3,4.92276634651701,8.16300010681152,84.0893065216592,90.9265944824586,11.4633331298828,NA,25.2307692307692,NA,NA,-1.21560166666667,-1.145461,-2.006767,-1.13106966666667,-1.48969933333333,21.7333333333333,0.6636,80.65,NA,0,76,1.3,98.5955342610677,69.2676666666667,435240,35313768.0005644,81.1363110021239,43.7569109646142,33.0368209637249,467.701327798503
"Ireland",2.07908719095556,1.26613080154285,1.95397422129772,0.11592212793388,4099.52305342951,772.956086156888,9651.87848627412,142.191374576584,25.4333333333333,0.266666666666667,1.11043399193006,15.1123332977295,90.64674701482,97.3250178928619,12.2213335037231,5.92162333333333,14.6866252890349,5.81955,0.56043,1.57163,1.45087366666667,0.970078866666667,1.59755766666667,1.75277,2.5,4.05623333333333,99.8,0.166666666666667,NA,94.6666666666667,2.9,100,61.742,70280,4654919.41402095,66.2339131192509,-8.01023654487701,53.1805912099501,3326.56696727263
"Israel",1.76008386722663,1.4838230440917,2.91430721848531,0.100040505231682,1707.40839517131,203.106482493134,3894.66730369235,64.815706294964,30.35,0.2,2.61975812213769,7.49199978510539,100.00000002399,100.00000002399,7.29266675313314,6.24928333333333,19.7222222222222,6.17991333333333,0.0162533333333333,0.8232441,1.33702266666667,-1.20712466666667,1.23705466666667,0.954480366666667,2.5,3.51476666666667,NA,NA,NA,94.3333333333333,3.13333333333333,100,91.8926666666667,22070,8004372.66414932,362.681135666032,35.003851206429,31.4849193900197,1504.30191267818
"Italy",1.78411722674165,1.2901940734704,1.3823523492354,0.203868086421428,311.400285875469,41.7289413703119,593.250900780729,11.3303977950037,26.3333333333333,0.866666666666667,2.44917069408115,9.12566661834717,98.7693196080697,99.579115119889,10.3233331044515,8.16918,21.4285714285714,8.21858,0.32538,0.124987266666667,0.413373566666667,0.494449533333333,0.788019833333333,0.433387333333333,2.5,3.85066666666667,99.9,0.3,NA,96.3333333333333,3.5,100,68.485,301340,60535557.1446234,200.887891234564,12.1407883722359,42.7511830529643,269.671344505157
"Jamaica",12.8034921400337,3.2235382931177,1.73075269104632,0.0818561145453114,2282.07854646308,111.515117550739,2909.66248937128,33.5264447193905,NA,NA,9.01248295493528,12.9986667633057,85.4198869645428,90.8983542883762,17.0499998728434,4.77373,12.9100529100529,4.585875,NA,-0.217184166666667,0.1500486,-0.124005566666667,0.268800166666667,-0.409438633333333,9.93333333333333,0.354,99.1,1.5,NA,94,1.75,92.3048487345378,53.935,10990,2762055.2952469,251.324412670327,-77.3242548016489,18.1376361278684,2170.56342891234
"Japan",0.881811235273305,1.64781109357289,1.33275869233092,0.232830473530058,123.189314595727,28.327350420756,275.521639914392,3.79200896364165,25.7,0,-0.346517362765944,4.6403333346049,99.9409660950672,98.7689583333333,4.24166663487752,NA,9.99999999999999,NA,NA,1.582909,1.471992,0.9409627,1.080647,1.332082,2.56666666666667,2.23995,99.8,NA,NA,97,13.4,100,91.0096666666667,377955,129942300.072781,343.803627608528,138.064962132708,37.6631108117046,94.8619641749709
"Jordan",9.0130541152358,6.56243414057642,3.16596999969674,0.0337537953457601,6310.95660730881,43.0345917573587,1203.28947616354,21.1678394890889,27.5,0,4.50772998483633,12.5333331425985,97.8217531145988,99.1112558573537,21.0543333689372,4.71812,10.8333333333333,4.64582666666667,18.74123,0.0714528666666667,0.0602097,-0.4500108,0.2383922,0.2666635,7.83333333333333,2.2326,99.6,NA,NA,98,1.8,99.5978749593099,87.1483333333333,89320,7721469.33858711,86.4472608440116,36.7794549063252,31.2454905847484,6267.92201555145
"Kazakhstan",5.70678859505837,6.82335534755638,2.47223846443463,0.0659241332068539,379.568149963685,27.6002044969051,1276.66916011057,9.88186845180394,23,0,5.09791484975883,5.48333326975505,97.4644755842972,91.9224636325107,6.44833342234294,7.18662666666667,19.9376947040498,7.15054666666667,0.172836666666667,-0.969493733333333,-0.4287288,-0.0746846,-0.316620466666667,-0.6246752,3.2,3.92896666666667,99.9633333333333,0.1,0,99,7.13333333333333,99.7697748111773,56.9,2724901.875,16439202.3729892,6.03295205739811,67.2846109811001,48.1916607521823,351.96794546678
"Kenya",19.4507346308624,21.339767419193,3.82637764529174,0.0268478333101224,289.614673975176,1.99743150326097,60.9492204094914,1.10081175895483,NA,NA,9.12055011218422,2.84666673342387,30.5885935922318,55.0120572915528,3.05300005276998,NA,9.82142857142857,NA,NA,-0.9845827,-0.5489733,-1.24458533333333,-0.198690566666667,-0.889945266666667,23.9666666666667,0.175633333333333,NA,5.6,69.6435363504014,93.3333333333333,1.4,26.1558511098226,23.972,580370,41739802.4892654,71.9192971539974,37.7915552866614,0.595966252176952,287.617242471915
"Kuwait",5.16697162386003,4.11732282318544,1.87246484149352,0.0300084059324542,9392.18259815394,623.921589618773,24374.1951555612,86.1248196702911,NA,NA,4.19698412642652,2.21700004736582,100,100,3.65633336702983,6.8222,7.17948717948718,6.76162,5.26762,0.0660078333333333,0.040971,0.322232566666667,0.0688869666666667,0.502860766666667,2.5,2.4506,98.7333333333333,NA,NA,98.3333333333333,2.03333333333333,100,100,17820,3150358.12598755,176.787773624442,47.6000988876264,29.3072666340336,8768.26100853517
"Latvia",2.16880994386439,2.20392392888726,1.36079248002241,0.18397591533021,4745.33078623073,421.591798182039,9303.89339646055,192.837083476915,26.7,0.566666666666667,1.84796296432885,16.9116665522257,90.5157975227219,98.3172437463403,14.6689999898275,6.06864666666667,22,6.09201666666667,0.869583333333333,0.253471266666667,0.7484656,0.4338276,0.986692966666667,0.773434566666667,2.5,3.08356666666667,98.6666666666667,0.3,NA,91.6666666666667,5.83333333333333,100,67.869,64490,2085350.1694757,32.3360237164785,24.8332961498034,56.8071751342792,4323.73898804869
"Lebanon",4.98350815328301,4.7091084147264,2.9825160504789,0.0914304464028451,6428.9056365679,114.912886522587,3602.76840210301,110.173859972425,24.8,0,5.17881320410633,6.42533334096273,89.1134551282051,90.4278478207283,10.5220003128052,NA,3.125,NA,NA,-0.882384233333333,-0.297361466666667,-1.61603833333333,-0.0407642,-0.716544433333333,12.5,2.4793,NA,0.1,NA,82.3333333333333,3.5,99.8770413304654,87.4846666666667,10450,4382780.22345204,419.404806071965,35.8709863200164,33.9118272078199,6313.99275004531
"Lesotho",29.0518861878013,36.4005415089979,2.95974032229645,0.0440880652810297,8781.0056987478,102.861483731192,1300.88012964018,21.0460104594218,NA,NA,4.84986433625763,26.0526663462321,31.8593099251263,68.0618989523072,31.2073338826497,3.43300333333333,25,2.95425666666667,7.85736333333333,0.147107,-0.3322865,0.371638433333333,-0.575269,-0.2580393,11.7333333333333,0.0692,NA,24.3666666666667,NA,94.6666666666667,NA,20.7190074920654,25.2706666666667,30360,1979807.29023778,65.2110438154737,28.1701052951705,-29.625290493692,8678.14421501661
"Liberia",24.2009812561807,38.9283845630309,4.5083370002157,0.027954105176626,7798.80934238395,12.0686816424191,275.905057172798,11.8132030470121,NA,NA,7.53662750719388,2.2396666208903,16.0760768532083,69.841154609122,2.19733333587647,2.49248,11.0159817351598,2.78132,NA,-0.610480366666667,-1.233944,-0.460124033333333,-1.06637566666667,-0.925289066666667,32.8333333333333,0.0231,NA,2.1,328.029300211911,75.6666666666667,0.8,5.94860493342082,48.1963333333333,111370,4138709.30458358,37.1617967548135,-9.41083615437112,6.43161986225299,7786.74066074153
"Lithuania",1.84513468971662,2.34541706268545,1.59516179145636,0.177230369015316,3458.8276205607,425.03226103152,7324.48961458874,139.799844515481,25.3666666666667,0.733333333333333,2.84649067251989,15.5229997634888,90.0872614110958,94.714914080758,13.0023333231608,8.31658,20.919434665034,8.40480666666667,0.39851,0.365943966666667,0.760153933333333,0.7242236,1.00580703333333,0.802578766666667,2.5,3.85886666666667,100,0.1,NA,93.3333333333333,7.33333333333333,100,66.7873333333333,65300,3052208.67668408,46.7413273611651,23.8806402758435,55.2843194847661,3033.79535952918
"Madagascar",23.4199514173553,33.9836284462893,4.78296318029027,0.0229179181408448,335.161573571614,2.20582710732379,63.2891140149763,1.02535866622954,33.9,38.3,8.14790218806054,2.29933341344198,8.25913661232679,47.2535946289337,2.75999995072683,2.581615,14.1621129326047,2.65848,NA,-0.524388466666667,-1.02705116666667,-0.740020566666667,-0.552568866666667,-0.889591033333333,30.2666666666667,0.160666666666667,NA,0.1,50.0515745058313,71,0.2,16.3119922637939,32.5816666666667,587210,21715728.9913638,36.9811975125829,46.6911709147164,-19.3561140778288,332.95574646429
"Malawi",25.5880169396868,34.7944525178091,4.64256806047383,0.02810241292949,1442.3733959842,5.88801540160156,70.7969943488134,0.549671101649299,36.9,34.3,12.1018928529005,5.91766659418742,24.3001964493674,63.2783258638366,6.93300008773804,1.97168333333333,21.7976396085204,2.11833333333333,NA,-0.4585771,-0.4382262,-0.0105677,-0.659436866666667,-0.166447066666667,17.1333333333333,0.019,71.4,10.4333333333333,354.269688878353,95.3333333333333,1.3,7.9,15.676,118480,14704310.2911136,124.10795316605,34.1936053269224,-13.1728349923419,1436.4853805826
"Malaysia",3.6450613931017,2.84044221241165,2.15006975997039,0.0514598845476545,222.330540526087,17.7110573547272,765.905596676466,8.87570606821425,33.2,0,2.15363143402515,3.1133333047231,99.022846667158,96.9037807432008,3.30299997329712,4.88883666666667,10.2414631826396,4.72582,11.4120166666667,0.118796333333333,1.02051506666667,0.0718498333333333,0.580498333333333,0.4739611,3.03333333333333,1.2596,98.63,0.4,3.73431328465229,96.3333333333333,1.83,99.5521916707357,71.5986666666667,330800,28504568.8920589,86.1685879445552,109.69814844863,3.72558842577372,204.61948317136
"Mali",40.1651454268265,76.2830541698173,6.51117735603629,0.0303444114043971,1037.05121545172,2.74070842889978,112.633858547717,2.38278723821542,NA,NA,3.12923310987879,7.35533332824707,30.1945062168129,68.0428390084264,9.25466664632163,1.950935,10.2040816326531,2.39562,50.30033,-0.713959666666667,-0.894476033333333,-0.975202633333333,-0.434095833333333,-0.5407255,8.4,0.1043,28.1,1.4,407.995653333686,68,0.1,25.9961107889811,36.799,1240190,16430213.0521336,13.2481418590164,-3.54329433945334,17.2677720617007,1034.31050702282
"Mauritania",24.5939498684477,19.5617889619983,4.47428595338366,0.0369953278194343,5039.08644318424,19.883204222257,994.727953976846,19.6222269819255,NA,NA,5.62409591407221,9.85099983215332,34.5322901168182,59.603387883485,12.4729998906453,1.51685333333333,22.1052631578947,1.65477666666667,28.23377,-0.7086847,-0.943283666666667,-1.127947,-0.748732433333333,-0.907422533333333,7.23333333333333,0.1565,65.1,0.333333333333333,38.2758775060776,73,NA,34.1358172098796,47.4936666666667,1030700,3400331.74361633,3.29905088155266,-10.326396925235,20.2092672063538,5019.20323896198
"Mexico",7.61337324945457,7.16747307682478,2.30245509380016,0.0628261509049448,48.5657899084746,4.42348512718575,136.979744154625,3.48859483355158,38,1.4,3.89187176118735,5.1200000445048,85.8004215138939,96.2918306459897,5.06300004323324,5.59663666666667,29.7333333333333,5.42156,7.08594333333333,-0.391830966666667,0.2709747,-0.685562066666667,0.336585966666667,-0.544711233333333,4.56666666666667,2.14946666666667,96.84,NA,0.433311354371364,97,1.56666666666667,99.1988975600586,78.1103333333333,1964380,115667710.917804,58.8825537410297,-102.576349523987,23.9353719022448,44.1423047812888
"Mongolia",9.49852927624518,8.10866972278385,3.05693786699336,0.0364957911228454,16568.606952881,101.166772113788,3040.79097877383,34.7881618465063,26.1666666666667,0.1,10.9292521246733,5.07433327039083,56.0539580477875,77.7736968605109,4.60833334922791,5.49899,7.58653390232339,5.31022,NA,-0.654122266666667,-0.5979517,0.558238666666667,-0.223119533333333,-0.3342394,18.8,2.889,98.4,0.1,NA,98,6.51666666666667,76.6713679266471,67.8533333333333,1564120,2890282.24228377,1.84786476886925,102.946406208466,46.8236811262636,16467.4401807672
"Morocco",11.5153931638846,7.46824048006147,2.7340292766837,0.0551268410861762,510.211276326823,5.06856658310051,199.416302547782,6.30619328126411,NA,NA,1.06253490390345,8.99666659037272,82.6482382369002,78.9542992426418,9.88799985249836,3.67716666666667,14.7951963648166,3.97968666666667,19.03235,-0.347495333333333,-0.10499,-0.415242966666667,-0.0936928666666667,-0.202900133333333,5.26666666666667,0.62,73.85,0.1,0,99,0.966666666666667,92.9921366373698,58.5803333333333,446550,33785994.3226998,75.6600477498597,-8.42047954454969,29.8853946983021,505.142709743722
"Mozambique",26.3178176330251,43.8493998763574,5.57619771894004,0.0264832625540178,588.661255107302,2.16774403817094,40.3889898565273,0.169453425214692,NA,NA,8.73153411862307,3.3086667060852,22.0387524540649,42.2780514648363,3.14966662724813,1.23372666666667,39.2,1.35653333333333,37.26389,-0.502057566666667,-0.6173599,0.3723213,-0.425964333333333,-0.541607,22.4333333333333,0.0519,54.3,12.0333333333333,390.037101847934,77.6666666666667,0.7,19.0003716786702,32.3373333333333,799380,23647351.8926464,29.5821160057124,35.4726159786443,-17.2304489756597,586.493511069131
"Myanmar",21.5247241849416,20.2021769112674,2.68886151369502,0.0538339634577122,324.616112079548,1.23265479276166,76.746023090813,1.19055606598954,NA,NA,4.73580844389673,0.787000020345052,66.6259915691492,70.81640988204,0.897000014781952,2.95738,4.6237549745612,2.89298,39.99784,-1.44099266666667,-1.56537533333333,-1.113567,-2.06047233333333,-1.44696666666667,13,0.551066666666667,70.6,0.8,57.4453586615523,86,0.9,51.650001780192,29.0753333333333,676590,51109177.9665861,75.539363523827,96.5058409420616,21.0169998737738,323.383457286786
"Namibia",16.4702883300483,19.1967864505779,3.38408715767662,0.0424397676035394,9378.99479250725,204.476876858905,4063.36478524812,39.6861936398596,NA,NA,5.53417094353345,19.4019997914632,32.506644686199,80.4939284063696,21.4539998372396,NA,24.3589743589744,NA,NA,0.328285633333333,0.0862809666666667,0.912233933333333,0.0689095666666667,0.179775366666667,26.2666666666667,0.374,NA,12.7,2.34627293486289,83,NA,46.4234962463379,42.6486666666667,824290,2144341.42421542,2.60144054181832,17.1561681261941,-22.0997769317311,9174.51791564834
"Nepal",19.4717187798397,10.5119874511246,2.52595359894937,0.0491492462328701,429.291548315115,1.55603488995836,72.8572892416511,2.10395074279741,26.4,3,9.33779645742825,1.51933332284292,43.7518638637286,85.9110000570181,1.27799999713898,4.27558,33.1649831649832,4.28906666666667,NA,-0.761474666666667,-0.919599833333333,-1.460549,-0.75552,-0.858102733333333,8.46666666666667,0.5159,36,0.2,3.08037055385635,88,0.3,72.7838022867839,17.1113333333333,147180,27992587.0102063,190.192872742263,84.0131736769253,28.2394400190494,427.735513425157
"Netherlands",2.39724646161497,1.35421603427057,1.72973296418848,0.157802245289921,1343.21297880816,205.860787767316,2784.65200350215,27.4762048444303,22.5333333333333,0.0333333333333333,2.02397450866555,5.26233339309692,97.7906575008633,100.000000727081,5.73199987411499,7.47186666666667,40,7.53826,1.14644333333333,2.12732066666667,1.77722166666667,1.08061536666667,1.76526166666667,1.83421966666667,2.5,3.1074,NA,0.2,NA,97,NA,100,87.867,41540,16661295.7288486,401.090412345897,5.5122171009654,52.2987003744418,1137.35219104085
"New Zealand",2.49762902181428,2.09676388690032,2.14942693030876,0.133542969898391,3180.4803128391,611.155534557136,7454.5884967442,86.5103262008808,NA,NA,2.46328123932083,6.65966685612996,100.000000455376,100.000000455376,7.0286668141683,8.48513333333333,32.6897890981349,8.29079333333333,NA,2.317255,1.83175566666667,1.324862,1.87939066666667,1.88810733333333,2.5,3.14486666666667,96.45,0.1,NA,93.6666666666667,2.3,100,86.1403333333333,267710,4298625.55271044,16.0570227212672,172.701925944056,-41.6625787571587,2569.32477828197
"Nicaragua",6.78241465945884,8.07686227132719,2.51490137126418,0.0434627100099468,3583.09211263215,44.9050025087024,728.034972318963,20.6840656300854,NA,NA,6.91035759108492,6.4950000445048,69.3959054082455,81.3523263228979,7.24166679382324,3.92863,33.695652173913,3.7127,12.30268,-0.751331,-0.9195188,-0.372740866666667,-0.306426833333333,-0.761879533333333,19.1,0.800666666666667,81,0.2,0.465988934927745,98,0.933333333333333,78.6645736694336,57.113,130370,5819069.81752509,44.635037336236,-85.0203185008025,12.848190428037,3538.18711012345
"Niger",27.1151313492443,80.4435298267229,7.75180270777996,0.0229080876495744,463.208580322809,1.4091511920222,48.1817047622037,1.80189377085047,26.4,14.2,1.40051601379169,0.42833333214124,11.0204167248209,45.5243968361335,0.34933332602183,0.794676666666667,13.2743362831858,0.97965,79.05718,-0.6475147,-0.654830833333333,-1.0622935,-0.5476095,-0.506805666666667,NA,0.019,29.3,0.366666666666667,428.009176996872,72,NA,13.8060821533203,16.2163333333333,1267000,17142448.1364441,13.5299511731998,9.32442709985792,17.3455528147455,461.799429130787
"Nigeria",37.1944126963859,67.4647899289203,5.47907458956664,0.0277526271143266,21.9494854146982,0.27025841821991,30.4816092618308,0.758259277573673,NA,NA,12.2593370404768,3.75733327865601,34.947820308406,63.1879687655518,3.6593333085378,2.56498333333333,6.82269623610406,2.74693333333333,NA,-1.130339,-1.0859299,-2.069884,-0.707025066666667,-1.161939,7.5,0.1836,47.3,1.3,373.066043101162,48,NA,52.7233016967773,44.364,923770,171944916.303605,186.133903789476,7.99512775408979,9.54831841820996,21.6792269964783
"North Macedonia",5.7326288543166,3.15484565686951,1.47346025971586,0.113254768417695,13740.7497118713,272.281323187084,5454.96381005101,130.866129779596,26.8333333333333,4.4,2.91026170261666,31.4710006713867,94.5460125169258,94.7182433592625,31.1210009256999,6.502105,31.9715447154471,6.583505,NA,-0.0709178666666667,-0.0892651,-0.543043466666667,0.331013266666667,-0.240564166666667,3.6,2.72533333333333,97,NA,NA,95.3333333333333,4.5,NA,57.102,25710,2121940.76463978,82.5336742372532,21.6979033752808,41.6059296471401,13468.4683886843
"Norway",1.4346826699076,1.11353057421863,1.87628489585993,0.152249081104795,5831.69988411434,1025.14503809752,12629.3595091856,167.106191755685,20.8,0.1,1.46690736479995,3.28633324305217,98.0615690160011,100.000000015673,2.85633333524068,6.68056666666667,39.6449704142012,6.73752666666667,0.623476666666667,2.16364866666667,1.87520466666667,1.33258633333333,1.556717,1.90990866666667,2.5,2.53073333333333,99.1666666666667,NA,NA,94,4.16666666666667,100,79.477,385178.0078125,4927570.58932511,12.7929697162871,15.4681199552068,69.1568563097536,4806.55484601682
"Oman",5.5629333192566,5.21013023591623,2.87913924626132,0.0221221870121065,4900.85549555277,340.11744164284,13560.5127113199,37.9245578262123,NA,NA,3.41550107150742,4.72433344523112,97.9811844726059,85.790152335044,11.3240000406901,5.86818,0.793650793650793,5.909005,8.0774,0.2151808,0.2978719,0.494919766666667,0.413259466666667,0.511554633333333,8.33333333333333,1.96356666666667,98.6,0.1,0.000767181719593987,98.6666666666667,1.76666666666667,100,76.3026666666667,309500,3203841.83725868,10.3516699103673,56.0986728199754,20.6111743742295,4560.73805390993
"Pakistan",42.2869841984853,22.1251729319426,4.67107120155692,0.0321882097601233,31.2174987470568,0.214949861911264,23.0312017610735,0.37733360379856,26.3,1.15,11.5124383785578,1.04966668287913,50.6444245060376,89.4862435438315,1.00166668494542,2.02503666666667,22.4171539961013,2.3686,57.94104,-1.07553566666667,-0.787230933333333,-2.72099066666667,-0.649336266666667,-0.841604033333333,17.3333333333333,0.832566666666667,47,0.1,9.24860765147109,59.6666666666667,0.6,91.360187886556,35.2023333333333,796100,187510758.314999,235.536689253861,69.4139980631813,29.9734600255474,31.0025488851456
"Panama",6.55949252371618,8.19324287931232,2.53968114148074,0.0743890341245237,1489.54662323311,255.217873028483,4789.76349986047,100.675474954509,39.6666666666667,1.16666666666667,5.02176358487855,2.8050000667572,75.6081632570039,93.6679906845248,3.617666721344,4.413935,8.45070422535211,4.27191,11.48416,-0.331928133333333,0.169356566666667,-0.107899933333333,0.394553766666667,-0.0822411666666667,10.4666666666667,1.50043333333333,93.5,NA,0.157343984713734,88.6666666666667,2.3,88.654839070638,65.4393333333333,75420,3559422.5080006,47.1946765844683,-80.1091648354938,8.53001938886465,1234.32875020463
"Papua New Guinea",19.8150792314701,33.7179818720097,4.50816469228598,0.0269619942676711,1327.15695312983,10.7973781735972,408.426580760999,1.06915659497991,NA,NA,4.99721600921268,2.41733336448669,16.5457298930534,37.8644316376004,1.40599997838338,1.98165,1.51252169600793,2.3202,NA,-1.00163766666667,-0.723442233333333,-0.717854533333333,-0.529067733333333,-0.8503508,NA,0.0514,NA,0.7,159.83167877248,56.6666666666667,NA,19.5736287434896,13.0003333333333,462840,7814355.5457355,16.8834922343261,145.317574627822,-6.45164451463034,1316.35957495623
