"LOCATION","INCOME_CLASS","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","GDP_PPP_LAGGED1","TAX_PPP_LAGGED2","PUBLIC_EXP_LAGGED2","PROP_PUBLIC_HEALTH_EXP_LAGGED2","OOP_PPP_LAGGED3","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","LONG","LAT"
"Portugal","H",1.67569120044863,1.29144640355771,1.23611781314426,0.195817919815762,18282.0068691643,38626.1085274558,7958.48871363871,0.220178054452677,675.999406403385,27.5666666666667,0.333333333333333,0.92320061323835,15.2013336817424,99.1859889521227,99.8536181932662,15.3966668446859,6.77805,30.4347826086957,6.83715333333333,0.935585,0.952780766666667,1.0847836,0.776770133333333,0.793690133333333,1.08727833333333,2.5,4.39533333333333,98.95,0.1,1.42528501227543,98,3.4,100,62.3503333333333,92220.263671875,10773465.8794859,116.823195364291,-8.05576558829569,39.6340497749782
"Romania","UM",4.04790998693394,4.29671951000946,1.5697371093314,0.164501450798691,21790.0756178169,33275.6660528094,6576.6936934175,0.0668116768578891,102.75823669474,25.1333333333333,2.13333333333333,2.79598163641955,6.89733346303304,81.3357246981638,100,6.16033331553141,7.68172666666667,13.404180879909,7.71586,4.809725,-0.1879967,-0.137456166666667,0.103536933333333,0.582589433333333,0.110835866666667,2.5,2.60635,98.8333333333333,0.1,2.67510081648219,92.3333333333333,6.25,100,53.937,238396.666666667,20187702.0954472,84.6811424745054,24.9432524946354,45.857101035738
"Russian Federation","UM",3.02406575584962,3.75262910860497,1.74410084141285,0.127712810508344,607076.528292799,552093.987701725,199935.804181303,0.00355712229608689,434.425695274109,32.2,0,6.55062170295202,5.35133330027262,88.8034296316197,96.5733268209684,5.00833336512248,6.73169,13.5555555555556,6.78862,2.384465,-0.9916433,-0.294880533333333,-0.8324746,-0.3594809,-0.781371433333333,2.5,4.07073333333333,99.7,0.2,0.752145186828953,97,8.3,100,73.868,17098250,145818196.254072,8.52825267229526,96.803318182901,61.9616634949229
"Rwanda","L",20.3607992470183,27.2240049334516,3.77421868927635,0.027755934390658,622604,741308.041486541,142510.241261172,0.000736455215672079,10,37.9,21.3,6.17895417738927,1.16166667143504,61.8650659344428,54.8390712984451,1.21066665649414,2.47597,61.25,2.38234333333333,43.82947,0.649466933333333,-0.0179541666666667,-0.218345466666667,0.0511151333333333,-0.123171033333333,25.9666666666667,0.0965,64.7,3.06666666666667,137.571187761289,98,1.16666666666667,17.0232588450114,16.9523333333333,26340,11115633.6315445,422.00583263267,29.9189639222429,-2.01351446583413
"Slovak Republic","H",2.5958785943227,2.91711236663794,1.45392366948622,0.133499405322968,15502.3707536503,26769.2796534647,6349.01078812781,0.262862773010954,437.931298594567,21,0.233333333333333,1.6434703317724,13.7893333435059,97.9160734999417,99.5609181696045,14.225666364034,8.13733333333333,18.6666666666667,8.08681666666667,3.47296666666667,0.1141874,0.8339164,1.08234666666667,0.956947633333333,0.488958533333333,4.13333333333333,3.3889,98.8666666666667,0.166666666666667,1.42528501227543,98,5.85,100,54.14,49034.0006510417,5419245.80819454,110.520164299084,19.5076571474337,48.7267113517275
"Slovenia","H",1.30153405660348,0.778111458658012,1.56434989637425,0.172736706093737,20337.0526505302,34815.6133522053,8720.9745090952,0.221558725735588,320.158270962993,21.2333333333333,0,1.52198618192664,9.53666687011718,99.1091047892699,99.5393460312174,10.2766669591268,7.39996333333333,33.3333333333333,7.38411666666667,1.90031,0.765281666666667,1.01665766666667,0.927711933333333,0.640805,1.00576833333333,2.5,2.64286666666667,99.8,1.5,0,95.3333333333333,4.55,100,53.3323333333333,20540,2059058.614621,100.246281140263,14.9381523207957,46.1254220590104
"Solomon Islands","LM",11.7399668906998,13.2296051989941,4.45404474309936,0.028827579310852,8357.95884550865,21833.5823230133,3721.95432961289,0.0151529376075556,2.9422525858397,29.2,6.8,5.48975743001296,0.780333340167999,29.8317916359949,70.9545779593212,0.794000009695689,3.40528,2,3.51965,27.4476833333333,-0.3454468,-0.899292233333333,0.319307933333333,-1.07491533333333,-0.522611933333333,12.3666666666667,0.17095,99.7333333333333,2.63333333333333,80.8050372093697,84,1.4,41.5354789733887,21.433,28900,587906.604247065,20.3427890742929,159.96661544743,-8.85249747084853
"South Africa","UM",20.3709249926562,16.6211875442393,2.25778292976485,0.0549253576113714,55009.592652666,137856.952749997,16605.9484925175,0.0243654612882722,53.6358445832768,50.5,6.1,5.87878931608112,24.7330004374186,71.9921145370226,90.9875128334216,26.8930002848307,5.36263,42,5.165775,9.61628666666667,-0.0823876333333333,0.3750043,-0.0726900666666667,0.363138133333333,0.150456733333333,4.2,0.740566666666667,87.4,19,1.66980833564793,79,1.16666666666667,85.5666666666667,63.7923333333333,1219090,52331743.5366982,42.9268909897532,25.0480138798617,-28.9470332599791
"Spain","H",1.65787596749955,1.43446464399074,1.29336122026856,0.176958513652265,24645.9294237433,32593.6071584635,10001.132728221,0.226899159780898,690.535675002022,25.9,0.633333333333333,1.23455872144213,25.10733350118,99.9042506874315,99.9565807544445,25.7116667429606,7.0701,37.2380952380952,7.09669333333333,3.17959,0.8870534,1.14497,0.0752077,0.880843266666667,1.0126624,2.5,3.14926666666667,98.95,0.4,0.101089144539665,96.6666666666667,3,100,79.1336666666667,505940,47053424.4406874,93.0019852960576,-3.61702060238737,40.3486561062267
"Sri Lanka","LM",4.51670305939681,3.41570024257111,1.96088462170247,0.080553473174031,447937.207770191,475039.480777709,77177.9710636055,0.00193847422953653,135.292749899367,32.2,0.3,5.87678878767981,4.10500001907349,93.0738838834614,87.0982408885502,6.33633343378703,8.105875,5.77777777777778,7.92153,6.242735,-0.26517,-0.1078395,-0.553479533333333,-0.1223665,-0.189807466666667,8.83333333333333,0.799733333333333,99.95,0.1,0.00162343494695003,99,3.6,90.4001525878906,18.204,65610,21012315.9449257,320.260874027216,80.6672357493165,7.7005344172481
"Sweden","H",1.43011509120988,1.18753942183126,1.82412364873068,0.195205835870129,441788.275349646,1167444.69729919,209823.995212421,0.0206653828520944,757.039971511929,22,0.366666666666667,0.221482014220131,7.99366664886475,99.3050475941669,99.999996617653,7.76433324813843,7.26943666666667,44.7946513849092,6.98836666666667,1.45011666666667,2.25262166666667,1.889975,1.12126333333333,1.87492166666667,1.97214633333333,2.5,4.12213333333333,99.5,0.2,0,97.6666666666667,2.6,100,85.9343333333333,447420,9680575.45698792,21.6364388203208,16.596265846848,62.8114849680803
"Switzerland","H",2.6089455375479,1.10371582240424,1.4950358547682,0.175965433047782,80351.4146300561,78592.1727123913,27400.047922131,0.086213560320032,1984.99743976341,25.3333333333333,0,-0.307694506607829,4.68600018819173,99.892206011074,100,4.87766679128011,6.75784,30.3333333333333,6.845145,1.36188,2.14356633333333,1.94293233333333,1.40737633333333,1.697904,1.87289133333333,2.5,4.0192,99.7666666666667,0.2,7.97097718710294,96,4.75,100,73.6743333333333,41290,8239608.76414379,199.554583776793,8.11830061338549,46.7917376836676
"Thailand","UM",3.7003758895882,4.311256700406,1.30390138185351,0.0969184900824845,148114.819844651,214322.860195456,25578.9811203577,0.0121073427244825,46.3231051252147,29.4333333333333,0,2.36497583588151,0.548333317041397,97.1194176481156,98.7815391503091,0.523666679859161,5.85923666666667,12.5637901861252,5.68295333333333,12.38838,-0.386664133333333,0.270210966666667,-1.1449001,0.247780466666667,-0.1543302,9.1,1.6192,99.6,1.36666666666667,2.67510081648219,99,1.13333333333333,99.6486625818998,46.1936666666667,513120,68803461.1663811,134.088441624534,101.006133546261,15.0169749914165
"Timor-Leste","LM",15.6883650533135,16.665338817173,4.34795956925765,0.0489450555929818,2117.53740209049,5918.23722182641,1334.25281475376,0.191744283488605,12.8455372035354,24,4.4,7.87049773242978,4.01466655731201,49.1263479216372,70.1944340160487,5.08366664250692,4.26971666666667,38.4615384615385,4.21705666666667,16.46033,-0.648736733333333,-1.19755233333333,-0.283068733333333,-0.964258966666667,-1.158311,30.9666666666667,0.64975,85.25,0.1,3.11256787482178,80.6666666666667,0.6,54.9754854838053,28.78,14870,1181583.92100212,79.4609227304719,125.966300273684,-8.767760362467
"Togo","L",25.4539748352773,39.7097978548736,4.13560078362643,0.0274979560509745,281330.449225222,506985.998967086,82883.0449865892,0.000374641809662814,38.8491316474439,29.6,28.6,1.53115052529997,2.11333338419596,14.4811747755484,60.6766731379657,1.69466666380564,3.52196,14.6927146927147,3.05635333333333,43.82947,-0.973462633333333,-1.286202,-0.302431833333333,-0.862218633333333,-0.919576166666667,21.6,0.1321,44.6,2.63333333333333,373.257089317297,84,0.7,42.091827138265,39.062,56790,6898494.74903684,121.473758567298,0.996403943670358,8.43954195466962
"Trinidad and Tobago","H",10.2840624831754,5.36277130863954,1.59281768737989,0.0960950886730571,112085.447281944,268909.269390665,42316.8752547285,0.026555979231254,742.104197663422,29.6666666666667,0.1,6.71483897376523,2.71233336130778,93.3115093897149,97.8603197465928,3.25700004895528,8.37821333333333,28.5714285714286,6.65289666666667,3.47296666666667,-0.2618468,0.3482872,0.148609333333333,0.247962666666667,-0.133479533333333,6.5,2.03903333333333,100,1.03333333333333,0,92,2.8,99.9766235351563,53.538,5130,1364212.68491015,265.928398617964,-61.3303669144497,10.4282370892019
"Turkey","UM",8.80859470916822,7.10083462801934,1.51493390395455,0.0784639424664385,20953.3046968457,31301.1839259234,5853.79831229055,0.0801793110571617,90.4075216301404,30.9,0.0333333333333333,8.41307766141393,8.92033354441325,95.5633827500799,98.539595370337,10.5686667760213,7.29979333333333,14.3379783233798,7.44559666666667,3.21309,0.0340157,0.384994733333333,-1.18550033333333,0.416223866666667,0.0361287333333333,2.5,1.7521,97.4,0.133333333333333,0,97,2.7,99.9949696858724,72.5273333333333,785350,77329713.3179113,98.4652872195981,35.1169001509384,39.0683719406147
"Ukraine","LM",4.52084629258068,4.68246321734607,1.42190275443058,0.149452408543969,55252.0412442582,80453.5959816974,16767.2857841118,0.0113214493737293,231.541100709299,20.8333333333333,0,4.13387854439456,7.98966677983602,96.0783793250148,93.9274566104695,6.72466659545898,6.58535666666667,10.1810237203496,6.65507333333333,4.94120666666667,-1.06769756666667,-0.547410533333333,-0.9634643,-0.616104333333333,-0.792781466666667,2.5,3.3266,99.6,0.9,4.93308474949941,58.3333333333333,8.85,99.9558303886926,68.875,603550,45713928.7022863,75.7417425271913,31.2291220702665,49.1488226084035
"United Arab Emirates","H",2.65004811919733,2.73798309674808,1.24826715175712,0.00535506761877522,152465.839895423,736.874712552055,45993.6457883328,0.0399036387496564,400.544957296725,21.4,0,1.36988530691419,2.43233331044515,98.569556199132,95.9619851003658,5.67366663614909,5.85923666666667,17.5,5.72702,8.687585,1.21597933333333,1.253833,0.8423175,0.8163463,0.603587033333333,3.7,1.73776666666667,99.9,0.1,0,97.6666666666667,1.15,100,85.0633333333333,83600,8866326.02522705,106.056531402237,54.2067147615963,23.8686336533476
"United Kingdom","H",2.48503456698604,1.67168448602434,1.74692600985711,0.169551049112559,29910.3702933536,71761.3825429153,11917.353108562,0.266912588485332,476.598036028764,25.3333333333333,0.1,2.10534054204824,7.17333348592122,99.1148584583737,99.9999979884127,6.74700005849203,7.89028333333333,22.5128205128205,7.80826333333333,4.27525666666667,1.703922,1.55657433333333,0.434606566666667,1.747174,1.771095,2.5,2.68633333333333,99.7933333333333,0.1,0.570084402203377,95,2.8,100,82.1013333333333,243610,64954697.7139888,266.633954739086,-2.85313539518056,53.9147734805371
"Uruguay","H",4.6384832388729,3.87987283502219,1.94907308022977,0.142064946368981,201099.048068267,384896.765332532,59441.2362304078,0.00928416000828102,127.117057273362,29.6666666666667,0,8.51675139269608,6.48066663742066,95.8073050980096,98.878832953239,8.29966640472412,6.48738,12.4579124579124,6.54933333333333,8.687585,1.36979833333333,0.4574561,0.835261866666667,0.502766666666667,0.6226785,2.5,2.03903333333333,99.2,0.4,0,94.6666666666667,2.6,99.5393227724609,94.8423333333333,176220,3387698.68508402,19.2242576613552,-56.0032786665485,-32.7809043652308
"Uzbekistan","LM",11.283433775371,10.5099588191035,2.55748560000555,0.0307152734791633,3096294.84749099,3289903.63474873,679250.994460326,0.000111567964141473,57.1725695199326,22.1666666666667,0.366666666666667,3.2357962065426,4.94000005722046,99.8574491720802,97.1004517904958,4.70066674550374,7.33738,22,7.37166,7.52513,-1.25001566666667,-0.817549133333333,-0.4426423,-1.63114966666667,-1.21551533333333,6.66666666666667,2.4079,100,0.133333333333333,0,99,4.1,99.9999694824219,50.95,447400,30661503.084164,68.5326398841394,63.2036395282318,41.7486026646522
"Vanuatu","LM",11.7177536325466,12.8911778487655,3.37260789325892,0.0390613100695374,240523.001781066,362459.367207624,87158.8920358731,0.000875248428682267,6.30209617755856,21.4,6.1,1.20173372815092,4.63399998346964,42.2829249781837,88.5901450586413,5.14933331807455,3.41685,0,3.10992,14.42826,0.362285133333333,-0.323233033333333,0.999377766666667,-0.524956633333333,0.257496366666667,6.53333333333333,0.1844,89.4,0.1,21.1975813544366,84,1.5,38.2620592753092,24.761,12190,262381.754942214,21.524344129796,167.073751268227,-15.5426770575549
"Zambia","LM",21.6240779267867,31.0178632031979,4.48537934536158,0.0241487840585328,7854.97725670234,9211.3679156768,1728.62537739823,0.0451115978026069,11.6321566113413,38.3,11.2,7.12015043271447,8.60266669591268,25.7380297096461,57.5580980052153,8.86733341217041,1.98165,11.2298099922062,2.33504,55.90618,-0.3111092,-0.489424266666667,0.4177026,-0.468045,-0.2897689,28.8,0.1658,63.3,12.3666666666667,217.27645455129,81,0.966666666666667,26.0881228129069,40.867,752610,15099120.7400231,20.0623440294749,27.7275919187606,-13.3950675535242
"Zimbabwe","L",23.6845397224785,29.4265181037288,3.73590259002518,0.0314516082123293,1445.12369486798,1839.79687476602,247.616347338367,0.378460363612953,39.1750399211199,37.4,3.4,1.71325644470752,5.37400007247925,38.9458492332114,65.9782718195297,5.97166681289673,3.0424,25.9720779970001,3.127365,3.491485,-1.38810966666667,-1.274789,-0.719394,-1.87845666666667,-1.54680066666667,17.0666666666667,0.0960333333333333,80,14.5,80.3546296960446,93.6666666666667,0.7,35.3685635884603,32.664,390760,13630974.9295791,34.8832401719191,29.7885483718925,-18.9069879478588
